"slug","title_en","title_fr","title_ar","excerpt_en","excerpt_fr","excerpt_ar","tags","sources","source_url","apply_url","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","eligibility_criteria","content_en","content_fr","content_ar","content_html"
"call-for-expert-for-preparing-a-report-on-developing-cultural-heritage-sector-in-ukraine-nhgepi","CALL FOR EXPERT FOR PREPARING A REPORT ON DEVELOPING CULTURAL HERITAGE SECTOR IN UKRAINE","","","The deadline for applications is 15 July 2016.
Please find details here.","","","","https://www.culturepartnership.eu/en/article/expert-for-ukrainian-cultural-heritage","https://www.culturepartnership.eu/en/article/expert-for-ukrainian-cultural-heritage","","https://www.culturepartnership.eu/upload/news/575eebd5eceba.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:03","","opportunities","","","","The deadline for applications is 15 July 2016.
Please find details here.","","","<section class=""main_review editor""><div>The deadline for applications is 15 July 2016.</div><div>Please find details <a title=""EaP Culture NKE Terms of Reference - Expert for Ukrainian Cultural Heritage Research (NKE 28)"" href=/upload/editor/EaP%20Culture%20NKE%20Terms%20of%20Reference%20-%20Expert%20for%20Ukrainian%20Cultural%20Heritage%20Research%20(NKE%2028)_1.docx target=_blank>here.</a></div> </section>"
"call-for-expert-for-report-on-developing-cultural-heritage-sector-in-armenia-pxqtqc","CALL FOR EXPERT FOR REPORT ON DEVELOPING CULTURAL HERITAGE SECTOR IN ARMENIA","","","The deadline for applications is 29 June 2016.
Please find details here.","","","","https://www.culturepartnership.eu/en/article/call-for-expert-armenia","https://www.culturepartnership.eu/en/article/call-for-expert-armenia","","https://www.culturepartnership.eu/upload/news/575eec1a40dc9.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:04","","opportunities","","","","The deadline for applications is 29 June 2016.
Please find details here.","","","<section class=""main_review editor""><div>The deadline for applications is 29 June 2016.</div><div>Please find details <a title=""EaP Culture NKE Terms of Reference - Expert for Armenian Cultural Heritage Research (NKE 26)"" href=/upload/editor/EaP%20Culture%20NKE%20Terms%20of%20Reference%20-%20Expert%20for%20Armenian%20Cultural%20Heritage%20Research%20(NKE%2026).docx target=_blank>here.</a></div> </section>"
"call-for-expert-on-development-of-e-learning-course-finance-pyfvgr","CALL FOR EXPERT ON DEVELOPMENT OF E-Learning Course (Finance)","","","A senior expert will work on development and filming of the course between June-July 2016 up to 3 working days each.
The deadline for applications is ...","","","","https://www.culturepartnership.eu/en/article/finance-for-cultural-managers","https://www.culturepartnership.eu/en/article/finance-for-cultural-managers","","https://www.culturepartnership.eu/upload/news/5735afe8dd4bb.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:05","","opportunities","","","","A senior expert will work on development and filming of the course between June-July 2016 up to 3 working days each.
The deadline for applications is 5th June 2016.
Please find details here.","","","<section class=""main_review editor""><div>A senior expert will work on development and filming of the course between June-July 2016 up to 3 working days each.</div><div>The deadline for applications is 5th June 2016.</div><div>Please find details <a title=""EaP Culture NKE Terms of Reference - Finance"" href=/upload/editor/EaP%20Culture%20NKE%20Terms%20of%20Reference%20-%20Finance.docx target=_blank>here. </a></div> </section>"
"short-film-fund-is-looking-for-scripts-vphdqy","SHORT FILM FUND IS LOOKING FOR SCRIPTS","","","Shore Scripts is a UK based screenwriting competition set up to help promote new writing talent. They have 32 Oscar and BAFTA winning judges, and 70+ ...","","","","https://www.culturepartnership.eu/en/article/shortfilmfund","https://www.culturepartnership.eu/en/article/shortfilmfund","","https://www.culturepartnership.eu/upload/news/573483cbefbcc.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:05","","opportunities","","","","Shore Scripts is a UK based screenwriting competition set up to help promote new writing talent. They have 32 Oscar and BAFTA winning judges, and 70+ production companies and agents, on board to read the best submitted scripts in the Feature, TV Pilot and Short categories. The judges include: Jeremy Irons, Phyllida Lloyd, Tony Grisoni and Stephen Woolley.
Having a short produced is a huge stepping-stone for any writer. It can act as a calling card, helping to get your feature scripts into the hands of production companies and agents. Shore Scripts’ alumni of writers have had a huge amount of success with their shorts. Most recently, Ben Clearly, a short winner, has won this years Best Live Short Oscar for his film Stutterer.
The Fund is another avenue in which to discover and promote new talented writers.
THIS FUND WILL BE CLOSED FOR SUBMISSIONS ON THE 31st MAY 2016
More details on the Short Film Fund can be seen at http://www.shorescripts.com/shortfilmfund/
* All scripts must be between 4-12 pages and feasibly be able to be produced for the budget.
* Shore Scripts will act as Executive Producers. Heads of Department will need to be confirmed by their team.
* There’s a possibility that a writer may direct his/her own work. This will be dependent on a conversation and prior work.
Shore Scripts are currently looking into ways to increase this fund so that we’re able to finance more than one short film.","","","<section class=""main_review editor""><p>Shore Scripts is a UK based screenwriting competition set up to help promote new writing talent. They have 32 Oscar and BAFTA winning judges, and 70+ production companies and agents, on board to read the best submitted scripts in the Feature, TV Pilot and Short categories. The judges include: Jeremy Irons, Phyllida Lloyd, Tony Grisoni and Stephen Woolley.</p><p lang=en-GB><span>Having a short produced is a huge stepping-stone for any writer. It can act as a calling card, helping to get your feature scripts into the hands of production companies and agents. Shore Scripts’ alumni of writers have had a huge amount of success with their shorts. Most recently, Ben Clearly, a short winner, has won this years Best Live Short Oscar for his film </span><span>Stutterer</span><span>.</span></p><p lang=en-GB>The Fund is another avenue in which to discover and promote new talented writers.</p><p lang=en-GB><strong><span>THIS FUND WILL BE CLOSED FOR SUBMISSIONS ON THE</span><span> </span></strong><strong><span>31</span><span>st</span><span> MAY 2016</span></strong></p><p lang=en-GB>More details on the Short Film Fund can be seen at <a href=http://www.shorescripts.com/shortfilmfund/ >http://www.shorescripts.com/shortfilmfund/</a></p><p lang=en-GB>* All scripts must be between 4-12 pages and feasibly be able to be produced for the budget.</p><p><span lang=en-GB>* Shore Scripts will act as Executive Producers. Heads of Department will need to be confirmed by their team. </span></p><p><span lang=en-GB>* There’s a possibility that a writer may direct his/her own work. This will be dependent on a conversation and prior work. </span></p><p lang=en-GB><span>Shore Scripts are currently looking into ways to increase this fund so that we’re able to finance more than one short film.</span></p><p lang=en-GB> </p><p> </p><p> </p> </section>"
"call-for-trainers-for-creative-europe-masterclasses-tkcroz","CALL FOR TRAINERS FOR CREATIVE EUROPE MASTERCLASSES","","","One senior and one junior experts will provide face-to-face consultations in Ukraine (June 13, 2016), Moldova (June 15, 2016) and Georgia (June 17, 20...","","","","https://www.culturepartnership.eu/en/article/looking-for-trainers","https://www.culturepartnership.eu/en/article/looking-for-trainers","","https://www.culturepartnership.eu/upload/news/56ebb72670703.png","","EN","2022-02-24 08:00:00","2025-05-13 16:46:06","","opportunities","","","","One senior and one junior experts will provide face-to-face consultations in Ukraine (June 13, 2016), Moldova (June 15, 2016) and Georgia (June 17, 2016).
The deadline for applications is 11 April 2016.
Please find details here.","","","<section class=""main_review editor""><p>One senior and one junior experts will provide face-to-face consultations in Ukraine (June 13, 2016), Moldova (June 15, 2016) and Georgia (June 17, 2016).</p><p>The deadline for applications is 11 April 2016.</p><p>Please find details <a title=""Trainers for Creative Europe Masterclasses"" href=/upload/editor/EaP%20Culture%20NKE%20Terms%20of%20Reference%20-%20Creative%20Europe%20Masterclasses%20(NKE18)%20(1).docx>here</a>.</p> </section>"
"polish-study-tour-and-partnership-programme-participants-are-announced-kyenza","Polish study tour and partnership programme participants are announced","","","The six selected organisations and their Polish partners are:
1. Economic Affairs Office Tbilisi Municipality City Hall (Georgia) – Cultural Workshops...","","","","https://www.culturepartnership.eu/en/article/results-of-the-selection-poland","https://www.culturepartnership.eu/en/article/results-of-the-selection-poland","","https://www.culturepartnership.eu/upload/news/56e460d3c1549.png","","EN","2022-02-24 08:00:00","2025-05-13 16:46:07","","opportunities","","","","The six selected organisations and their Polish partners are:
1. Economic Affairs Office Tbilisi Municipality City Hall (Georgia) – Cultural Workshops in Lublin
2. MIHR Theatre (Armenia) – Stefan Jaracz Theatre in Olsztyn
3. Balki loft project (Belarus) – Art_Inkubator in Fabryka Sztuki in Lodz
4. Kultura Medialna (Ukraine) – Bôłt Records in Warsaw
5. Tbilisi Center of Cultural Events (Georgia) – C. K. Norwid Cultural Centre in Krakow
6. Urbanlab Yerevan (Armenia) – City Culture Institute in Gdansk
Cultural and creative industry organisations in the six Eastern Partnership countries (Armenia, Azerbaijan, Belarus, Georgia, Moldova, Ukraine) were invited to apply for the partnership Programme in autumn.
The applications went through a three-stage evaluation process with the final shortlisted organisations evaluated by the Polish partner organisations themselves to ensure the sustainability of these partnerships. The evaluation criteria included:
- There is a clear link between activities carried out by Polish organisation and the applicant from the Eastern Partnership countries.
- There would be an added value for both sides as a result of the study visit and future planned activities.
- There is clear potential for a long-term collaboration after the study visit.
- The quality of the application is very good, it clearly identifies the expectations and potential for cooperation.
Six selected organisations will train and work with six Polish counterparts in April, with the intention of developing long-term cultural partnerships. The trip will be hosted by the Polish National Centre for Culture. This programme aims to kick-start a series of long-term partnerships between organisations active in the cultural and creative sectors in Poland and in Eastern Partnership countries. The Partnerships will encourage connections/exchanges between organisations from Poland and the Eastern Partnership and help them mutually to accelerate their professional development.
We will share with you the most interesting project ideas in the coming articles.","","","<section class=""main_review editor""><p><span lang=en-GB>The six selected organisations and their Polish partners are:</span></p><p><span lang=en-GB>1. Economic Affairs Office Tbilisi Municipality City Hall (Georgia) – </span>Cultural Workshops in Lublin</p><p><span lang=en-GB>2. </span><span lang=en-GB>MIHR Theatre (Armenia) – </span>Stefan Jaracz Theatre in Olsztyn</p><p><span lang=en-GB>3. </span><span lang=en-GB>Balki loft project (Belarus) </span>– Art_Inkubator in Fabryka Sztuki in Lodz</p><p>4. Kultura Medialna (Ukraine) – Bôłt Records in Warsaw</p><p>5. <span lang=en-GB>Tbilisi Center of Cultural Events (Georgia) – </span>C. K. Norwid Cultural Centre in Krakow</p><p><span lang=en-GB>6. Urbanlab Yerevan (Armenia) – </span>City Culture Institute in Gdansk</p><p><span lang=en-GB>Cultural and creative industry organisations in the six Eastern Partnership countries (Armenia, Azerbaijan, Belarus, Georgia, Moldova, Ukraine) <a href=/en/article/open-call-eu-eap-culture-and-creativity-programme-study-tour-and-partnership-programme-with-poland>were invited to apply</a> for the partnership Programme in autumn</span><span lang=en-GB>.</span></p><p><span lang=en-GB>The applications went through a three-stage evaluation process with the final shortlisted organisations evaluated by the Polish partner organisations themselves to ensure the sustainability of these partnerships. The evaluation criteria included: </span></p><p><span lang=en-GB>- There is a clear link between activities carried out by Polish organisation and the applicant from the Eastern Partnership countries.</span></p><p><span lang=en-GB>- There would be an added value for both sides as a result of the study visit and future planned activities.</span></p><p><span lang=en-GB>- There is clear potential for a long-term collaboration after the study visit. </span></p><p><span lang=en-GB>- The quality of the application is very good, it clearly identifies the expectations and potential for cooperation. </span></p><p><span lang=en-GB>Six selected organisations will train and work with six Polish counterparts in April, with the intention of developing long-term cultural partnerships. The trip will be hosted by the Polish National Centre for Culture. This programme aims to kick-start a series of long-term partnerships between organisations active in the cultural and creative sectors in Poland and in Eastern Partnership countries. The Partnerships will encourage connections/exchanges between organisations from Poland and the Eastern Partnership and help them mutually to accelerate their professional development. </span> </p><p><span lang=en-US>We will share with you the most interesting project ideas in the coming articles.</span></p> </section>"
"startup-accelerator-for-the-creative-economy-tikpqr","STARTUP ACCELERATOR FOR THE CREATIVE ECONOMY","","","Created in 2008 in Albuquerque, the Global Center for Cultural Entrepreneurship began by bringing support to artists and creative people getting their...","","","","https://www.culturepartnership.eu/en/article/startap-akselerator-dlya-kreativnoy-ekonomiki","https://www.culturepartnership.eu/en/article/startap-akselerator-dlya-kreativnoy-ekonomiki","","https://www.culturepartnership.eu/upload/news/56b31fa5023b3.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:08","","opportunities","","","","Created in 2008 in Albuquerque, the Global Center for Cultural Entrepreneurship began by bringing support to artists and creative people getting their business going around the world. Over time, creative people began collaborating, developing, marketing and distributing their works with the help of digital technologies. These shifts that took place in the sphere of the creative economy reflected on the work of the centre. In 2015, it relaunched as the Creative Startups accelerator. Today it supports creative entrepreneurs by offering them training, mentoring and grant programmes.
Mission
The organisation states its mission as the acceleration of the success of creative entrepreneurs and creative economies. At Creative Startups, they believe in the power of creative entrepreneurs to create dynamic and prosperous communities. In order to encourage this, the organisation:
launches successful startups;
builds regional economic development strategies for the success of newcomers in the creative economy;
promotes dynamic partnerships to build capacity and resources for creative entrepreneurs.
Master of the Entrepreneurial Process
Creative Startups was created by creatives for creatives. Through the Virtual Accelerator (an interactive online course in partnership with Stanford University) and the five-day Deep Dive in Albuquerque, participants are able to master their business model and strategic priorities, develop and practice their story to inspire partners, investors and potential team members, as well as learn all the ins and outs of building a successful startup.
Compete for Investment
Participants also have the opportunity to compete for a portion of the organisation’s investment pool of $50,000 and obtain continued mentorship, business products and services.
Take part
The application process is competitive. The start of the 2016 application process will be announced at: http://creativestartups.org/","","","<section class=""main_review editor""><p><span lang=en-GB>Created in 2008 in Albuquerque, the Global Center for Cultural Entrepreneurship began by bringing support to artists and creative people getting their business going around the world. Over time, creative people began collaborating, developing, marketing and distributing their works with the help of digital technologies. These shifts that took place in the sphere of the creative economy reflected on the work of the centre. In 2015, it relaunched as the Creative Startups accelerator. Today it supports creative entrepreneurs by offering them training, mentoring and grant programmes. </span></p><p><strong> <span lang=en-GB>Mission</span></strong></p><p><span lang=en-GB>The organisation states its mission as the acceleration of the success of creative entrepreneurs and creative economies. At Creative Startups, they believe in the power of creative entrepreneurs to create dynamic and prosperous communities. In order to encourage this, the organisation:</span></p><ul><li><p><span lang=en-GB>launches successful startups;</span></p></li><li><p><span lang=en-GB>builds regional economic development strategies for the success of newcomers in the creative economy;</span></p></li><li><p><span lang=en-GB>promotes dynamic partnerships to build capacity and resources for creative entrepreneurs. </span></p></li></ul><p><strong>Master of the Entrepreneurial Process</strong></p><p><span lang=en-GB>Creative Startups was created by creatives for creatives. Through the Virtual Accelerator (an interactive online course in partnership with Stanford University) and the five-day Deep Dive in Albuquerque, participants are able to master their business model and strategic priorities, develop and practice their story to inspire partners, investors and potential team members, as well as learn all the ins and outs of building a successful startup. </span></p><p><strong>Compete for Investment</strong></p><p><span lang=en-GB>Participants also have the opportunity to compete for a portion of the organisation</span><span lang=en-GB>’</span><span lang=en-GB>s investment pool of $50,000 and obtain continued mentorship, business products and services.</span></p><p><strong>Take part</strong></p><p><span lang=en-GB>The application process is competitive. The start of the 2016 application process will be announced at: </span><a href=http://creativestartups.org/ ><span lang=en-GB>http://creativestartups.org/</span></a></p><p> </p><p lang=en-GB> </p> </section>"
"open-meetings-in-georgia-itnsrx","OPEN MEETINGS IN GEORGIA","","","The aim of the consultation meetings is to introduce the key principles of the strategy and collect comments and recommendations from the cultural pro...","","","","https://www.culturepartnership.eu/en/article/open-meetings-in-georgia","https://www.culturepartnership.eu/en/article/open-meetings-in-georgia","","https://www.culturepartnership.eu/upload/news/56b312aa3415b.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:09","","opportunities","","","","The aim of the consultation meetings is to introduce the key principles of the strategy and collect comments and recommendations from the cultural professionals. All the received feedback will be collected into a report that will used for the final amending of the Culture Strategy 2025.
The role of the EU-EaP Culture and Creativity Programme during the consultations is to encourage the dialogue between public and private actors and to involve the civil society to cultural strategy development. Through participation the Programme will share the best practice of a strategy development process with the Ministry of Culture and Georgian cultural actors. The Ministry of Culture of Georgia is responsible for content of the Cultural strategy while the Programme assists in capacity building related to development process.
We would like to invite the interested cultural actors to three open meetings, which will be led by Ragnar Siil, Deputy Team Leader of the EU-EaP Culture and Creativity Programme.
Please see below details of the venue, dates and times for the meetings:
February 11. Writers House
10:00-13:00 open meeting I
14:00-17:00 open meeting II
February 12. Goethe-Institute
10:00-13:00 open meeting III
Because the number of seats is limited, we would be grateful if you could confirm your attendance to Maya Darchia, Country Coordinator, EU-EaP Culture and Creativity Programme at georgia@culturepartnership.eu by February 10.","","","<section class=""main_review editor""><p align=JUSTIFY><span lang=en-GB>The aim of the consultation meetings is to introduce the key principles of the strategy and collect comments and recommendations from the cultural professionals. All the received feedback will be collected into a report that will used for the final amending of the Culture Strategy 2025. </span></p><p align=JUSTIFY><span lang=en-GB>The role of the EU-EaP Culture and Creativity Programme</span><span lang=en-GB> during the consultations is to encourage the dialogue between public and private actors and to involve the civil society to cultural strategy development. Through participation the Programme will share the best practice of a strategy development process with the Ministry of Culture and Georgian cultural actors. The Ministry of Culture of Georgia is responsible for content of the Cultural strategy while the Programme assists in capacity building related to development process.</span></p><p><span lang=en-GB>We would like to invite the interested cultural actors to three open meetings, which will be led by Ragnar Siil, Deputy Team Leader of the EU-EaP Culture and Creativity Programme.</span></p><p><span lang=en-GB>Please see below details of the venue, dates and times for the meetings:</span></p><p><strong> <span lang=en-GB>February 11. Writers House</span></strong></p><p><span lang=en-GB>10:00-13:00 </span><span lang=en-GB>open meeting I</span></p><p><span lang=en-GB>14:00-17:00 </span><span lang=en-GB>open meeting II</span></p><p><strong> <span lang=en-GB>February 12. Goethe-Institute </span> </strong></p><p lang=en-GB><span>10:00-13:00 </span><span>open meeting III</span></p><p lang=en-GB><strong><span>Because the number of seats is limited, we would be grateful if you could confirm your attendance to </span><span>Maya Darchia, </span><span>Country Coordinator, </span><span>EU-EaP Culture and Creativity Programme</span><span> at </span><a href=mailto:georgia@culturepartnership.eu><span>georgia@culturepartnership.eu</span></a> <span>by February 10</span><span lang=ka-GE>.</span></strong></p> </section>"
"grants-from-hackathon-bridge-in-ukraine-gofvmf","Grants from Hackathon Bridge in Ukraine","","","Active and creative will be able to get financing and mentoring of project by offering an innovative idea in one of three areas (you can propose ideas...","","","","https://www.culturepartnership.eu/en/article/granti-v%25D1%2596d-hackathon-bridge-v-ukra%25D1%2597n%25D1%2596","https://www.culturepartnership.eu/en/article/granti-v%D1%96d-hackathon-bridge-v-ukra%D1%97n%D1%96","","https://www.culturepartnership.eu/upload/news/566804ea9f6cf.png","","EN","2022-02-24 08:00:00","2025-05-13 16:46:10","","opportunities","","","","Active and creative will be able to get financing and mentoring of project by offering an innovative idea in one of three areas (you can propose ideas for two or three areas at once):
Business
Society
Culture
Business, social and cultural projects with the most innovative solutions are able to get the financial support from the grant pool of 45,000 EURO.
Young people up to 35 years old are able to create the teams, where at least 1 representative of any of 2 member countries are present (PL+UA, UA+MD, MD+PL). Teams are able to attend preparation trainings on project management in Poland, Ukraine and Moldova.
Agenda:
30 Oct 2015 – Launch of Hackathon Bridge
30 April 2016 – Deadline for the projects submission
30 May 2016 – Announcement of the results
30 September 2016 – Deadline for project realization
More info: http://hackathonbridge.com/","","","<section class=""main_review editor""><p>Active and creative will be able to get financing and mentoring of project by offering an innovative idea in one of three areas (you can propose ideas for two or three areas at once):</p><ul><li>Business</li><li>Society</li><li>Culture</li></ul><p>Business, social and cultural projects with the most innovative solutions are able to get the financial support from the grant pool of <strong>45,000 EURO.</strong></p><p>Young people up to 35 years old are able to create the teams, where at least 1 representative of any of 2 member countries are present (PL+UA, UA+MD, MD+PL). Teams are able to attend preparation trainings on project management in Poland, Ukraine and Moldova. </p><p><strong>Agenda:</strong></p><ul><li>30 Oct 2015 – Launch of Hackathon Bridge</li><li><strong>30 April 2016 – Deadline for the projects submission</strong></li><li>30 May 2016 – Announcement of the results</li><li>30 September 2016 – Deadline for project realization</li></ul><p>More info: <a href=http://hackathonbridge.com/ >http://hackathonbridge.com/</a></p><p> </p> </section>"
"become-the-eu-eap-culture-and-creativity-programmes-associate-jguaoa","Become the EU-EaP Culture and Creativity Programme’s Associate","","","The Programme is free and focuses on capacity building for managers working in advertising, architecture, archives, museums, galleries and libraries, ...","","","","https://www.culturepartnership.eu/en/article/become-the-eu-eap-culture-and-creativity-programmes-associate","https://www.culturepartnership.eu/en/article/become-the-eu-eap-culture-and-creativity-programmes-associate","","https://www.culturepartnership.eu/upload/news/566d89238cfb8.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:11","","opportunities","","","","The Programme is free and focuses on capacity building for managers working in advertising, architecture, archives, museums, galleries and libraries, arts, audiovisual industries, crafts, design, fashion, festivals, film, gaming, heritage, IT, music, performing arts, photography, publishing, radio, and TV - in the state, private and non-governmental sectors.
By joining the programme and attending the first event you will:
·
meet leading cultural specialists from the creative industries in the EU,
·
learn about the Associates Programme
·
sign up to further workshop opportunities over the next 18 months.
As a Cultural Leader you will be able to tailor your own training programme to suit your personal needs. Each workshop will combine international and local experts. On completing your personal programme you will receive a certificate.
Workshop topics will cover: Advocacy, fundraising, arts marketing, developing audiences, finance skills and more.
The Programme will select 50 leaders who are committed to the following conditions:
·
To write one original article or research for the Programme website
·
Join a working group on a specific cultural management theme
·
Attend at least two workshops
·
Join the Programme’s ‘Culture Matters’ campaign
To register, send an email confirming that you are able to attend the Creative Leadership workshop in January/February and telling us in 200 words why you are interested in the programme and enclose your CV by 30th January 2016 to the Country Coordinator in your country:
armenia@culturepartnership.eu
azerbaijan@culturepartnership.eu
belarus@culturepartnership.eu
georgia@culturepartnership.eu
moldova@culturepartnership.eu
ukraine@culturepartnership.eu (The deadline for applications is 15 January 2016).","","","<section class=""main_review editor""><p><span lang=EN-US>The Programme is free and focuses on capacity building for managers working in advertising, architecture, archives, museums, galleries and libraries, arts, audiovisual industries, crafts, design, fashion, festivals, film, gaming, heritage, IT, music, performing arts, photography, publishing, radio, and TV - in the state, private and non-governmental sectors. </span></p><p><strong><span lang=EN-US>By joining the programme and attending the first event you will:</span><span lang=EN-US> </span></strong></p><p><span lang=EN-US>· </span><span lang=EN-US>meet leading cultural specialists from the creative industries in the EU, </span></p><p><span lang=EN-US>· </span><span lang=EN-US>learn about the Associates Programme</span></p><p><span lang=EN-US>· </span><span lang=EN-US>sign up to further workshop opportunities over the next 18 months.</span> </p><p><span lang=EN-US>As a Cultural Leader you will be able to tailor your own training programme to suit your personal needs. Each workshop will combine international and local experts. On completing your personal programme you will receive a certificate.</span><span lang=EN-US> </span></p><p><span lang=EN-US>Workshop topics will cover: Advocacy, fundraising, arts marketing, developing audiences, finance skills and more.</span> </p><p><strong><span lang=EN-US>The Programme will select 50 leaders who are committed to the following conditions:</span></strong></p><p><span lang=EN-US>· </span><span lang=EN-US>To write one original article or research for the Programme website</span></p><p><span lang=EN-US>· </span><span lang=EN-US>Join a working group on a specific cultural management theme</span></p><p><span lang=EN-US>· </span><span lang=EN-US>Attend at least two workshops</span></p><p><span lang=EN-US>· </span><span lang=EN-US>Join the Programme’s ‘Culture Matters’ campaign</span><span lang=EN-US> </span></p><p><span lang=EN-US>To register, send an email confirming that you are able to attend the Creative Leadership workshop in January/February and telling us in 200 words why you are interested in the programme and enclose your CV by <strong>30th January 2016</strong> to the Country Coordinator in your country:</span></p><p><span lang=EN-US><a href=mailto:armenia@culturepartnership.eu>armenia@culturepartnership.eu</a></span><span lang=EN-US> </span></p><p><span lang=EN-US><a href=mailto:azerbaijan@culturepartnership.eu>azerbaijan@culturepartnership.eu</a></span><span lang=EN-US> </span></p><p><span lang=EN-US><a href=mailto:belarus@culturepartnership.eu>belarus@culturepartnership.eu</a></span><span lang=EN-US> </span></p><p><span lang=EN-US><a href=mailto:georgia@culturepartnership.eu>georgia@culturepartnership.eu</a></span></p><p><span lang=EN-US><a href=mailto:moldova@culturepartnership.eu>moldova@culturepartnership.eu</a></span></p><p><span lang=EN-US><a href=mailto:ukraine@culturepartnership.eu>ukraine@culturepartnership.eu</a> (</span><span lang=EN-US>The deadline for applications is 15 January 2016).</span></p> </section>"
"executive-program-in-arts-culture-strategy-is-open-for-applications-ivugxp","EXECUTIVE PROGRAM IN ARTS & CULTURE STRATEGY IS OPEN FOR APPLICATIONS","","","The University of Pennsylvania and the NAS team have undertaken to develop an online programme like no other – an integrated course at an internationa...","","","","https://www.culturepartnership.eu/en/article/nachat-priem-zayavok-na-programmu-po-strategicheskomu-upravleniyu-kuljturoy-the-executive-program-in-arts--culture-strategy","https://www.culturepartnership.eu/en/article/nachat-priem-zayavok-na-programmu-po-strategicheskomu-upravleniyu-kuljturoy-the-executive-program-in-arts--culture-strategy","","https://www.culturepartnership.eu/upload/news/5627674391714.jpg","","EN","2022-02-24 08:00:00","2025-05-13 16:46:12","","opportunities","","","","The University of Pennsylvania and the NAS team have undertaken to develop an online programme like no other – an integrated course at an internationally recognised university, based on real life experience and at affordable fees.
The programme, which lasts nine months, is made up of two personal and six online courses that are aimed at providing future leaders in the cultural sphere with the fundamental knowledge they need and introduce them to the business strategies necessary for the next stage of their career. At the end of the programme, participants would learn about strategic planning, positioning organisations and projects, managing people and resources efficiently, and the way to work with boards of directors. Teachers from the University of Pennsylvania, the NAS team and opinion leaders from the cultural sphere will take part in the programme.
Fees: $4,950.
More details: http://www.artstrategies.org/programs/executive_program/index.php","","","<section class=""main_review editor""><p style=""margin-bottom: 0cm;""><span lang=en-GB>The University of Pennsylvania and the NAS team have undertaken to develop an online programme like no other – an integrated course at an internationally recognised university, based on real life experience and at affordable fees.</span></p><p style=""margin-bottom: 0cm;""><span lang=en-GB>The programme, which lasts nine months, is made up of two personal and six online courses that are aimed at providing future leaders in the cultural sphere with the fundamental knowledge they need and introduce them to the business strategies necessary for the next stage of their career. At the end of the programme, participants would learn about strategic planning, positioning organisations and projects, managing people and resources efficiently, and the way to work with boards of directors. Teachers from the University of Pennsylvania, the NAS team and opinion leaders from the cultural sphere will take part in the programme.</span></p><p style=""margin-bottom: 0cm;""><span lang=en-GB>Fees: $4,950.</span></p><p style=""margin-bottom: 0cm;""><span lang=en-GB>More details: </span><span style=""color: #000080;""><span lang=zxx><u><a class=western href=http://www.artstrategies.org/programs/executive_program/index.php><span lang=en-GB>http://www.artstrategies.org/programs/executive_program/index.php</span></a></u></span></span></p> </section>"
