"slug","title_en","title_fr","title_ar","excerpt_fr","excerpt_ar","sources","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","content_fr","content_ar","content_html"
"dekoloniale-berlin-residency-agitprop-germany-vtncdx","Dekoloniale Berlin Residency, ‘Agitprop’ (Germany)","","","","","https://on-the-move.org/news/dekoloniale-berlin-residency-agitprop-germany","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/dekolinale.jpg?itok=HQoNAb_W","","EN","2022-12-22 08:00:00","2022-12-26 11:34:34","2023-02-07 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/dekoloniale-berlin-residency-agitprop-germany class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Dekoloniale Memory Culture in the City is pleased to announce the third open call for the Dekoloniale Berlin Residency 2023. They invite artists, architects, designers, directors, performers, fashion designers, writers or urban practitioners to apply for a residency at Dekoloniale Memory Culture in the City of Berlin. Applicants are invited to uncover and transform historical colonial stratifications and dominant narratives in Berlin’s public space.</p><p>In 2023, Dekoloniale Memory Culture in the City will focus on Berlin’s West Side, examining in depth the city districts of Charlottenburg and Wilmersdorf as well as those bordering parts of Schöneberg that historically used to be part of Charlottenburg.</p><p>The term ‘Agitprop’ emerged from the Russian Revolution about 100 years ago, linking the words agitation and propaganda to describe art practices that seek to instigate revolutionary social change and radically imagine and project different realities and possible futures. Since then, artists in a wide variety of political and cultural contexts have employed similar creative approaches, suitable for reproduction and wide dissemination. Even though the denomination Agitprop holds a negative connotation for many, Agitprop aesthetics have had an immense impact on international modernist as well as contemporary cultural practices, particularly in visual arts, graphic design, and theatre – highlighting its radical potential to instigate social change.</p><p>The <span class=caps>AGITP[R</span>]<span class=caps>OP</span>! residencies 2023 creatively connect contemporary art devoted to social change with historic moments in political activism, highlighting activities that seek to motivate broad and diverse publics. Exploring the complexity and possibility of artistic interventions in range, and impact of these artistic practices – including photography, film, prints, banners, fashion, street actions, performance, songs, digital files, or web platforms – the residencies are expected to expand over their run within this unique and dynamic framework. During applications residents choose to either focus on a topic or develop a project around one of three specific locations in West Berlin.</p><p>The three selected residents will be expected to co-create artistic interventions in the public sphere and present them in the framework of the Dekoloniale Festival and the Dekoloniale exhibit in September 2023 and are encouraged to consider hybrid modes of thought, research, and practice. Collaborative formats and forms of expression that expand disciplinary boundaries are favoured.</p><p><strong>The residents are provided with travel costs</strong>, accommodation and a per diem in Berlin throughout the residency period, a production budget for the implementation of the project, and a fee. They will have full access to the Dekoloniale project space, curatorial guidance, and production support depending on needs and availability.</p></div></div></article></div>"
"escape-fake-call-for-artist-duos-to-create-artworks-on-the-topic-of-fake-news-austria-hungary-italy-romania-fhetfn","Escape Fake: Call for Artist Duos to Create Artworks on the Topic of Fake News (Austria, Hungary, Italy, Romania)","","","","","https://on-the-move.org/news/escape-fake-call-artist-duos-create-artworks-topic-fake-news-austria-hungary-italy-romania","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/escape-fake.jpg?itok=Di4h4_Xi","","EN","2022-12-22 08:00:00","2022-12-26 11:34:35","2023-02-14 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/escape-fake-call-artist-duos-create-artworks-topic-fake-news-austria-hungary-italy-romania class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>In Escape Fake 2.0 is a European project curating an interdisciplinary approach focused on the design of immersive technology and interactive experiences, drawing on collaboration between organisations in the audiovisual, immersive technology, media, educational, and cultural sectors. The project builds on previous work in the design of Escape Fake, an augmented reality educational game dealing with the topic of fake news.</p><p>As a part of Escape Fake 2.0, the organisers invite 4 teams composed of 2 artists to contribute their ideas in the creation of four artworks. The artefacts or installations will be mobile and usable without borders, and they will be toured to art and media festivals in the second half of 2023. The organisers are looking for teams of two artists from each partner country – Austria, Hungary, Italy and Romania. Projects will be selected by the core team of the Escape Fake project, together with guest experts.</p><p>Key dates (details tbc): </p><ul><li>April – May 2023: 7-day workshop + 7-day optional residency in Budapest.</li><li>May 2023 – July 2023: content creation period. After the residency, the artists have 2 months to realise their projects back in their home country. During this time they will have regular check-ins with the project team both for progress updates and mentoring purposes.</li><li>July 2023: Preparation for showcase. In the form of an online plenary meeting, the artists present their installations and projects to the consortium. The consortium approves of the outcomes, and suggests any changes.</li><li>August – September 2023: Showcase of installations in Austria, Hungary, Italy and Romania.</li></ul><p>Participants receive a reasonable monthly based salary up to 6000 € in total/project with a maximum amount of 2000 € material costs, and <strong>reimbursement of travel and accommodation expenses</strong> for artistic events, including the workshop and residency in Budapest, as well as one showcase of the artworks per country.</p></div></div></article></div>"
"nida-art-colony-residency-for-cultural-practitioners-researching-the-baltic-states-lithuania-asifco","Nida Art Colony: Residency for Cultural Practitioners Researching the Baltic States (Lithuania)","","","","","https://on-the-move.org/news/nida-art-colony-residency-cultural-practitioners-researching-baltic-states-lithuania","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/nida-art.jpeg?itok=IgTTWdi9","","EN","2022-12-21 08:00:00","2022-12-26 11:34:36","2023-01-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/nida-art-colony-residency-cultural-practitioners-researching-baltic-states-lithuania class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Cultural practitioners in Eastern Europe oftentimes face the limitations of theoretical frameworks developed in Western Europe and North America. Departing mainly from a critique of western modernity and coloniality which enabled capitalism and subsequent environmental and racial injustice, these forms of critique are not directly applicable to the contexts of Eastern Europe and its states, that were a part of the Soviet modernity that operated within different economical and political models. Situated between imperial powers — coming from Western Europe and the Russian Empire, the lands of these states have been subjected to colonial and neo-colonial gazes that mapped and visualised these territories in their own ways, while rendering them into sites of material transactions and operational spaces where bodies, lands, living and non-living matter were cast as resources. </p><p>Nida Art Colony is looking for cultural practitioners researching the Baltic States to join a two-week residency at <span class=caps>NAC</span> in Nida, Lithuania. The residency will provide participants with the opportunity to connect, exchange and share their practice with a small number of practitioners from Ukraine and the Baltic States. The goal of the residency is to look together at various specific sites — be it the Curonian Spit in Lithuania, Donbas in Ukraine, or approximations, such as Eastern Europe — and to think about the longer histories of sociotechnical imaginaries and spatial arrangements that inscribe themselves in bodies and lands, imagined as a component of material exchange. </p><p>By securing time to be and think together, the intention is to collectively reflect on gaps in knowledge that obscure or mute these territories, their histories, and the material aspects of colonial rendering of these lands into a resource. The goal is to address the sociotechnical arrangements and spatial organisations that enable slow violence and environmental damage while equating the human population and life at large to geological, agricultural, and other forms of matter with usable material capacities. </p><p>Throughout the two weeks participants will share their existing work as well as work-in-progress research with the aim to contribute to a laboratory of practices and ideas through fieldwork, screenings, lectures and discussions. During the residency, a shared vocabulary and bibliography will be developed that supports the production of situated knowledge within these contexts. </p><p>Participant’s contribution throughout the residency: artist talk or lecture, working on an individual project or a collective work-in-progress presentation.</p><p>Participant’s contribution upon completion (by May 2023): a text or a visual essay to be published on the <span class=caps>NAC</span> website.</p><p>Participation is open to professionals working in the field of culture, academic researchers, PhD students and Postdoc researchers with a focus on the Baltic States. <strong><span class=caps>NAC</span> covers travel costs up to 250€</strong> and an individual residency stipend of 800€.</p></div></div></article></div>"
"latitudes-curatorlab-for-emerging-curators-in-africa-online-iimrow","Latitudes CuratorLab for Emerging Curators in Africa (Online)","","","","","https://on-the-move.org/news/latitudes-curatorlab-emerging-curators-africa-online","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/latitudes.jpg?itok=eMkNiNeM","","EN","2022-12-21 08:00:00","2022-12-26 11:34:37","2023-01-12 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/latitudes-curatorlab-emerging-curators-africa-online class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Latitudes CuratorLab is a practice-based, online curatorial residency for emerging curators in Africa. In 2023, ten aspiring curators will be guided through a facilitated online residency (running January to April), designed to offer practical experience in the industry and to hone their curatorial skills. </p><p>Programmes focused on fostering professional practice skills for young curators on the continent are slim. For the second iteration of CuratorLab, Latitudes are therefore extending their reach to offer the opportunity to curators from not only South Africa, but Botswana, Ghana, Nigeria, Namibia and Mozambique too. No formal training is needed and practical curatorial experience is preferred. </p><p>As one of 10 curators selected for the <span class=caps>RMB</span> Latitudes CuratorLab, you will be offered the following opportunities:</p><ul><li>Plan and conceptualise your own show, centred on artists from your community, that will be hosted on Latitudes Online.</li><li>1-on-1 mentorship by a highly recognised curator in the industry as well as with Latitudes curators.</li><li>A curator profile on Latitudes where you may promote, exhibit and sell your own selection of works.</li><li>Networking and peer-review sessions with curators from the continent.</li><li>Curatorial professional practice sessions and handbook.</li><li>All of the above will be conducted in 7 online sessions hosted weekly.</li></ul><p>As part of the programme, you will be offered the following professional practice skills while curating your show:</p><ul><li>Understand the industry on the continent and the diaspora.</li><li>Curatorial professional practice; including proposal writing, the conceptualisation of curatorial statements, catalogue and pricing structures and managing relationships.</li><li>Getting out there, marketing yourself as a curator.</li><li>Digital curation development.</li><li>Key administrative skills.</li></ul><p>Latitudes provides:</p><ul><li>Free curators profile on Latitudes Online.</li><li>Comprehensive marketing campaign and exposure to a database of over 15,000 newsletter readers.</li><li>Commission on all artworks sold as well as logistic and administrative support.</li><li><strong><span class=caps>R1500</span> stipend to cover data costs.</strong></li></ul></div></div></article></div>"
"cross-award-call-for-performing-artists-and-companies-collaterale-italy-owbwfo","CROSS Award: Call for Performing Artists and Companies, ‘COLLATERALE’ (Italy)","","","","","https://on-the-move.org/news/cross-award-call-performing-artists-and-companies-collaterale-italy","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/cross-award.jpeg?itok=bNYEX6z7","","EN","2022-12-20 08:00:00","2022-12-26 11:34:38","2023-01-18 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/cross-award-call-performing-artists-and-companies-collaterale-italy class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>CROSS</span> Residence announces the seventh edition of the international <span class=caps>CROSS</span> Award with the special edition <span class=caps>COLLATERALE</span>, conceived for the territory of Ameno and Lake Orta in line with the ‘Quadriborgo’ project financed by the <span class=caps>PNRR</span>. The call is addressed to artists and companies in the field of performance practices, with a focus on the production of innovative formats, centred on the relationship between corporeity and territory, understood as landscape and as community. </p><p><span class=caps>COLLATERALE</span> stands as an incubator of imaginaries and practices committed to the rewriting of the present and the re-inhabitation of public space, understanding artistic creation as a way of researching and intervening on reality.</p><p>The selected projects and residencies:</p><ul><li>Will necessarily be held in naturalistic outdoor environments / will be allocated indoor coworking spaces with tables, chairs, internet connections or for rehearsals in case of bad weather.</li><li>They will have to include research for specific environments: the body of water, the wood, the rural village and adapt to the geographical and civic morphology of Ameno and its surroundings (Lake Orta territory).</li><li>Should concern body practices, movement research or audio research.</li></ul><p>In particular, projects should be inspired by certain fundamental values (sensitivity to social justice, sustainability, a critical approach to anthropocentrism, respect for the environment and attention to climate transition). </p><p>The residencies will take place in Ameno and surroundings (Lake Orta area) over the two-year period 2023-2024, during May-June and October-November.</p><p>The call for proposals is open to individual artists, professionals and companies. The submitted project may be developed during the residency phase (minimum 14 days), encompassing different expressive practices (e.g. dance, choreography, performance, sound walks, soundscape composition, sound sculptures, field recording, collective listening, musical composition and performance, participatory workshop, new technologies, motion-capture, site-specific design).</p><p>During the residency period the organisation will cover accommodation costs for the entire period for a maximum of 5 people. <strong>A fee of between €2000 and €6000 per residency project will be paid as a cachet and to cover production costs during the residency phase, travel costs and food.</strong></p></div></div></article></div>"
"birca-open-calls-for-birca-women-and-birca-queer-residencies-denmark-rrdyes","BIRCA: Open Calls for BIRCA Women and BIRCA Queer Residencies (Denmark)","","","","","https://on-the-move.org/news/birca-open-calls-birca-women-and-birca-queer-residencies-denmark","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/birca.jpeg?itok=szttJx2Z","","EN","2022-12-20 08:00:00","2022-12-26 11:34:39","2023-01-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/birca-open-calls-birca-women-and-birca-queer-residencies-denmark class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Bækkelund International Residency Center for Artists is a work space for artists and artistic development placed in rural and inspiring surroundings on the Danish island of Bornholm.</p><p>Applications are currently open for two residencies aimed at Danish and international performing artists: </p><ul><li><strong><span class=caps>BIRCA</span> Women</strong> is for 5 performing artists who define themselves as female/femme with a joint residency of 2 weeks. The residency seeks to expand your current practice with a focus on the health of the planet. <span class=caps>BIRCA</span> seeks to create new solo, shared and collaborative performance works, with a focus on exchange and collaboration. The residency takes place 23 April - 6 May 2023.</li><li><strong><span class=caps>BIRCA</span> Queer</strong> is an artist residency for 5 established performing artists (from all types and practices of contemporary performing arts) who self identify as queer. In this residency participants will address the wellbeing of Earth by addressing correlation of the ecological environment, social dynamics and individual-mental processes. During the residency, the artists can work on their own projects and are also expected to partake in a dialogue with the other resident artists. The residency takes place 19 June - 2 July 2023.</li></ul><p>For both residencies, accommodation and food expenses will be covered and <span class=caps>BIRCA</span> will reimburse <strong>up to 300€/<span class=caps>2200DK</span> in travel expenses</strong> and pay a fee of 670€/<span class=caps>5000DK</span>.</p></div></div></article></div>"
"epfl-artist-designer-in-residence-switzerland-amrgte","EPFL: Artist/Designer in Residence (Switzerland)","","","","","https://on-the-move.org/news/epfl-artistdesigner-residence-switzerland","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/epfl.jpg?itok=VapdWqaY","","EN","2022-12-16 08:00:00","2022-12-26 11:34:40","2023-02-28 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/epfl-artistdesigner-residence-switzerland class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Located in Lausanne in Switzerland, <span class=caps>EPFL</span> is one of Europe’s most vibrant and cosmopolitan science and technology institutions. The goal of their residency programme is to explore new ways in which to apply their research results for creative expression. Specifically, they aim to collaboratively create an art piece or design prototype that will be exhibited and publicised in appropriate venues. The residency at the Geometric Computing Laboratory can last for up to three months, starting in March 2023 at the earliest.</p><p>Applicants should be an emerging or established artist or designer interested in harnessing science and technological innovations in your creative work. In particular, you should have:</p><ul><li>Expertise in computational design.</li><li>Familiarity with digital modeling tools such as Rhino/Grasshopper, Blender, etc.</li><li>Experience in digital fabrication.</li><li>Affinity to scientific research in geometric computing.</li></ul><p>What <span class=caps>EPFL</span> offer:</p><ul><li>Access to their latest research technology, in particular computational design tools developed at <span class=caps>GCM</span> with hands-on support by the people who create the software and digital fabrication technology.</li><li>Access to a fully equipped fab lab including machines for laser cutting, <span class=caps>CNC</span> milling, and 3D printing, as well as standard hand tools and various custom-build machines.</li><li>A stipend that covers accommodation and living expenses.</li><li><strong>A budget of <span class=caps>CHF</span> 10k for consumables, machines, presentation materials, travel, etc.</strong></li><li>A highly interdisciplinary, collaborative environment.</li></ul></div></div></article></div>"
"yao-collaborative-digital-diasporas-residencies-remote-jywpvw","yáo collaborative: Digital Diasporas Residencies (Remote)","","","","","https://on-the-move.org/news/yao-collaborative-digital-diasporas-residencies-remote","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/digital-diasporas.png?itok=TefSWlAn","","EN","2022-12-16 08:00:00","2022-12-26 11:34:41","2023-02-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/yao-collaborative-digital-diasporas-residencies-remote class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>In 2021 yáo collaborative (formerly China Residencies) launched the first iteration of the Digital Diasporas, a distributed, remote residency which gave artists the space to research, cultivate their practice, and convene across borders. Last year’s residents Tian Zhang, Amy Lam, and Casey Tang inspired many generative conversations and long-lasting connections about colonialisms in multiple contexts, sustainability and equity in arts practices, and all the ways in which we (human, non-human, and ecological) coexist in all our relations.</p><p>Digital Diasporas was a spacious opportunity for artists to do deep thinking and form cross-border connections without the pressure of producing a final product. This year, the open call returns for a second iteration with an additional residency host in the United States.</p><p>The programme seeks artists, collectives, and curators who self-identify and find it useful to gather under a ‘Sino and/or Chinese diaspora’ cohort. This is a time for research, exploration and learning, and for openness to collective, intercultural and cross-border development and research.</p><p>The organisers welcome experimental, digital, and/or research-based practices, and people who feel an alignment with and interest in any or all of the host organisations’ networks and programming. They are especially interested in ideas that explore diasporic cultures and spaces, flows of people, goods and capital, alternative community and kin-making, digital cultures, media arts, philosophies of technology and place-making – and any intersections of these.</p><p>Digital Diasporas will host:</p><ul><li>One person or collective who self-identifies as Chinese and/or Sino diaspora in or from Australia (citizen or permanent resident).</li><li>One person or collective who self-identifies as Chinese and/or Sino diaspora in or from Canada (citizen or permanent resident).</li><li>One person or collective who self-identifies as Chinese and/or Sino, regardless of what passport they hold or where they reside.</li></ul><p>The remote, six-week-long online residency will be facilitated by three host organisations in May and June. Each resident or collective will primarily work with one host organisation in Australia, Canada, or the United States and all residents as a cohort will be in dialogue with one another through convenings. <strong>Each resident or collective will be awarded an unrestricted stipend of <span class=caps>AUD</span> $10,000 for their participation (<span class=caps>CAD</span> $10,000 for the Gendai Resident). </strong>Each host organisation will design a programme of remote/online mentoring, networking, research and development for the resident they host. The host organisations are:</p><ul><li>4A Centre for Contemporary Asian Art (Sydney, Australia / the ancestral lands of the Gadigal people of the Eora Nation).</li><li>Gendai (Toronto, Canada / the ancestral territory of many nations including the Mississaugas of the Credit, the Anishnabeg, the Chippewa, the Haudenosaunee and the Wendat peoples and now home to many diverse First Nations, Inuit and Métis peoples).</li><li>Asian Arts Initiative (Philadelphia, <span class=caps>USA</span> / ancestral homelands of the Lenape peoples).</li></ul></div></div></article></div>"
"anna-lindh-foundation-alfinmotion-cross-sectoral-mobility-programme-for-the-mediterranean-jsmtlc","Anna Lindh Foundation: ALFinMOTION Cross-sectoral Mobility Programme for the Mediterranean","","","","","https://on-the-move.org/news/anna-lindh-foundation-alfinmotion-cross-sectoral-mobility-programme-mediterranean","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/alfinmotion.png?itok=wJR58Thx","","EN","2022-12-16 08:00:00","2022-12-26 11:34:41","2023-01-23 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/anna-lindh-foundation-alfinmotion-cross-sectoral-mobility-programme-mediterranean class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>In a post-Covid-19 recovery context the Anna Lindh Foundation is ensuring thriving Civil Society National Networks through <span class=caps>ALF</span>inMOTION, its interdisciplinary cross-sectoral mobility programme across the region. Capitalising on the diversity of the <span class=caps>ALF</span> on both shores of the Mediterranean, it supports collaborative initiatives aiming at strengthening equal partnerships.</p><p>Each mobility submission must be presented by a host organisation (applicant) and can involve, depending on the mobility modality, up to two hosted organisations from the complementary shore of the Mediterranean. Priority will be given to submissions where all the involved organisations are members of the Anna Lindh Foundation from the 41 National Networks and to submissions led by <span class=caps>ALF</span> members.</p><p><span class=caps>ALF</span>inMOTION is structured in four modalities that respond to the different needs encompassing intercultural dialogue – Action, Knowledge, Partnership and Creativity – with applying partnerships framing their submission under one of these headers. <strong>Budgets and minimum stays vary per modality, but range from 2 days to 1 month and from 1200 – 2200 <span class=caps>EUR</span>. </strong></p><p>To ensure enough time to meet visa requirements, the proposed mobilities under this call can take place anytime between April and September 2023. </p></div></div></article></div>"
"trans-europe-halles-senior-project-manager-researcher-sweden-pevhbm","Trans Europe Halles: Senior Project Manager / Researcher (Sweden)","","","","","https://on-the-move.org/news/trans-europe-halles-senior-project-manager-researcher-sweden","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/teh.jpg?itok=SJ__8eff","","EN","2022-12-15 08:00:00","2022-12-26 11:34:43","2022-12-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/trans-europe-halles-senior-project-manager-researcher-sweden class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Trans Europe Halles is looking for a senior project manager / researcher to lead the Creative Europe ‘Cultural Transformation Movement’ project (Jan 2023 - Jan 2027).</p><p>Co-financed by the European Commission and led by the network Trans Europe Halles (<span class=caps>TEH</span>), The Cultural Transformation Movement Project (<span class=caps>CTMP</span>) is a four-year process that aims to diversify artistic production and its destination – starting from within the organisation itself. This will be achieved through generating and implementing strategies and methodologies of cultural management and creation processes developed with/by underrepresented communities (<span class=caps>URC</span>s). The project is led by <span class=caps>TEH</span> with its four members who are multidisciplinary art centres from Ukraine, Italy, Belgium and Austria. This project researches and examines two dimensions, one within and the other around the partner centres/organisations. It also questions the relationship between just art-making, policymaking, the context, and the resulting art forms.</p><p>The Cultural Transformation Movement project (<span class=caps>CTMP</span>) is the first project of the Cultural Transformation Movement (<span class=caps>CTM</span>). The movement is a larger working group of <span class=caps>TEH</span> members who are investing in the topics of social and spatial justice, and who have the ambition to reduce inequalities and inspire the European cultural sector on how to transform the organisations from within, in equal partnership with the under-represented communities around them.</p><p><span class=caps>CTMP</span> is a key strategic project for <span class=caps>TEH</span> and its success will determine a crucial area of work for the network: social and spatial sustainability.</p><p>As the project manager of the Cultural Transformation Movement Project (<span class=caps>CTMP</span>), you will:</p><ul><li>Be responsible for the successful delivery of the <span class=caps>CTMP</span></li><li>Develop and manage a detailed project plan in cooperation with the consortium.</li><li>Coordinate the <span class=caps>CTMP</span> consortium.</li><li>Be responsible for the quality control of all project deliverables submitted by the consortium members and other project stakeholders.</li><li>Collaborate with the <span class=caps>TEH</span> financial team to develop and submit the required technical and financial reports to the project.</li><li>Manage the project expenses and report to the financial manager, as well as coordinate with the project manager and financial managers of the partners.</li></ul><p>In addition the you will be expected to:</p><ul><li>Coordinate the <span class=caps>CTM</span> activities and co-produce public events and workshops with the <span class=caps>CTM</span> members.</li><li>Develop <span class=caps>TEH</span>’s relationship with the academic sector, be updated on the relevant academic literature on topics of social justice, spatial justice, Diversity, Equity and Inclusion (<span class=caps>DEI</span>) and relevant issues.</li><li>Understand the issues relevant to underrepresented communities and show a strong commitment to developing their active participation in our network.</li></ul><p>This is a four-year full-time position, based in Sweden with flexibility of 50% remote work. Start date is 1 February 2023, and <strong>gross salary is 31,250 <span class=caps>SEK</span></strong>.</p></div></div></article></div>"
"the-new-real-ai-art-commission-uncanny-machines-uk-acixse","The New Real: AI Art Commission, ‘Uncanny Machines’ (UK)","","","","","https://on-the-move.org/news/new-real-ai-art-commission-uncanny-machines-uk","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/new-real.jpg?itok=0bYwl1e5","","EN","2022-12-15 08:00:00","2022-12-26 11:34:44","2023-01-23 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/new-real-ai-art-commission-uncanny-machines-uk class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The New Real have announced a new <span class=caps>AI</span> Art commissioning opportunity for an established creative practitioner (or practitioners) to work with their cross-disciplinary team, <span class=caps>AI</span> tools and textual data to develop a new <span class=caps>AI</span> Art work, for presentation with a festival/venue/presentation partner in 2023, that probes the uncanny interplay of humans and machines, and illuminates the social implications of recent developments in <span class=caps>AI</span>.</p><p>The commission will take place across 2023 beginning in February, with work in progress at events in March and May, and culminating in the launch of the work produced in Edinburgh in Summer/Autumn 2023.</p><p>The commission will take place across 2023 beginning in February, presenting concepts and/or work in progress at events in March (Stage 1) and May (Stage 2), and culminating in the launch of the work produced in Edinburgh in Summer/Autumn 2023. </p><p><strong>Stage 1 will award five artists £1000 each to develop a full project proposal and deliver a talk at a leading <span class=caps>AI</span> event. One of those artists will then be awarded £15,000 to develop a creative work using The New Real’s experiential <span class=caps>AI</span> platform and a British Library/Living With Machines dataset.</strong></p><p>The commission is open to artists/groups based in <span class=caps>UK</span>/Europe or no more than a short haul flight or equivalent land transit distance to Edinburgh - group applications including applicants outside this travel zone are welcome as long as one member of the group is within this zone and able to travel to participate in dissemination events. </p></div></div></article></div>"
"musee-du-quai-branly-jacques-chirac-sound-art-residency-france-nudako","Musée du quai Branly – Jacques Chirac: Sound Art Residency (France)","","","","","https://on-the-move.org/news/musee-du-quai-branly-jacques-chirac-sound-art-residency-france-0","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-04/quai-branly.jpeg?itok=gW__T9ay","","EN","2022-04-08 08:00:00","2022-12-26 11:34:45","2023-02-19 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/musee-du-quai-branly-jacques-chirac-sound-art-residency-france-0 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Musée du quai Branly – Jacques Chirac is launching the call for applications for its Sound Art Residency progamme.</p><p>The Sound Art Residency is open exclusively to artists who come from one of the four continents represented in the collections of the Musée du quai Branly - Jacques Chirac: Africa, Asia, Oceania and the Americas. There is no age limit to apply.</p><p>The jury will give precedence to pieces conceived in connection with the museum’s collections, interests and theme.</p><p>The winning project will be chosen in the spring of 2023 by an international jury that will bring together various personalities from the world of sound and audiovisual creation. The museum will pay the winning artist an endowment of €8000 and will also finance the production of the sound work, which will be presented to the public and may become part of the museum’s collections. <strong>Housing and travel for work sessions in Paris at the museum and at Le Fresnoy in Tourcoing will be covered on top of this grant.</strong></p><p>Timeline: </p><ul><li>May 2023 - February 2024: Research, creation, production with work session at the museum in Paris and Le Fresnoy in Tourcoing.</li><li>Mid-March 2024: End of the residency and public presentation of the piece.</li></ul></div></div></article></div>"
